query,execution_time,table1_stats_filepath,table2_stats_filepath
"EXPLAIN (ANALYZE true, COSTS true, FORMAT json) Select * from region        inner join nation on region.r_regionkey=nation.n_regionkey ;",0.156,table_info\region_table_stats.json,table_info\nation_table_stats.json
"EXPLAIN (ANALYZE true, COSTS true, FORMAT json) Select * from customer        left join orders on customer.c_custkey=orders.o_custkey        where customer.c_custkey > 32.0 and orders.o_custkey > 7.0 ;",11345.937,table_info\customer_table_stats.json,table_info\orders_table_stats.json
"EXPLAIN (ANALYZE true, COSTS true, FORMAT json) Select * from supplier        inner join partsupp on supplier.s_suppkey=partsupp.ps_suppkey        where supplier.s_suppkey > 10037.0 and partsupp.ps_suppkey > 2.0 ;",2292.628,table_info\supplier_table_stats.json,table_info\partsupp_table_stats.json
"EXPLAIN (ANALYZE true, COSTS true, FORMAT json) Select * from customer        right join orders on customer.c_custkey=orders.o_custkey        where customer.c_custkey > 299993.0 and orders.o_custkey > 299999.0 ;",3308.78,table_info\customer_table_stats.json,table_info\orders_table_stats.json
"EXPLAIN (ANALYZE true, COSTS true, FORMAT json) Select * from part        inner join partsupp on part.p_partkey=partsupp.ps_partkey        where part.p_partkey > 1.0 and partsupp.ps_partkey > 399973.0 ;",1912.974,table_info\part_table_stats.json,table_info\partsupp_table_stats.json
"EXPLAIN (ANALYZE true, COSTS true, FORMAT json) Select * from customer        inner join orders on customer.c_custkey=orders.o_custkey        where customer.c_custkey > 149530.0 and orders.o_custkey > 74380.0 ;",7784.831,table_info\customer_table_stats.json,table_info\orders_table_stats.json
"EXPLAIN (ANALYZE true, COSTS true, FORMAT json) Select * from partsupp        right join lineitem on partsupp.ps_suppkey=lineitem.l_suppkey        where partsupp.ps_suppkey > 10033.0 and lineitem.l_suppkey > 14957.0 ;",279978.753,table_info\partsupp_table_stats.json,table_info\lineitem_table_stats.json
"EXPLAIN (ANALYZE true, COSTS true, FORMAT json) Select * from supplier        inner join partsupp on supplier.s_suppkey=partsupp.ps_suppkey        where supplier.s_suppkey > 1.0 and partsupp.ps_suppkey > 10033.0 ;",2220.839,table_info\supplier_table_stats.json,table_info\partsupp_table_stats.json
"EXPLAIN (ANALYZE true, COSTS true, FORMAT json) select ps_supplycost from partsupp            where ps_supplycost > 249.1 ;",54170.986,table_info\partsupp_table_stats.json,
"EXPLAIN (ANALYZE true, COSTS true, FORMAT json) select c_custkey from customer            where c_custkey > 44100.0 ;",6163.446,table_info\customer_table_stats.json,
"EXPLAIN (ANALYZE true, COSTS true, FORMAT json) select c_acctbal from customer            where c_acctbal > 8887.03 ;",2359.864,table_info\customer_table_stats.json,
"EXPLAIN (ANALYZE true, COSTS true, FORMAT json) select c_custkey from customer            where c_custkey > 14510.0 ;",5640.903,table_info\customer_table_stats.json,
"EXPLAIN (ANALYZE true, COSTS true, FORMAT json) select ps_suppkey from partsupp            where ps_suppkey > 4998.0 ;",28889.346,table_info\partsupp_table_stats.json,
"EXPLAIN (ANALYZE true, COSTS true, FORMAT json) select o_custkey from orders            where o_custkey > 270250.0 ;",58078.589,table_info\orders_table_stats.json,
"EXPLAIN (ANALYZE true, COSTS true, FORMAT json) Select * from part         join partsupp on part.p_partkey=partsupp.ps_partkey        where part.p_partkey > 1.0 and partsupp.ps_partkey > 199562.0 ;",4146.016,table_info\part_table_stats.json,table_info\partsupp_table_stats.json
"EXPLAIN (ANALYZE true, COSTS true, FORMAT json) Select * from customer         join orders on customer.c_custkey=orders.o_custkey        where customer.c_custkey > 149530.0 and orders.o_custkey > 74380.0 ;",7819.221,table_info\customer_table_stats.json,table_info\orders_table_stats.json
"EXPLAIN (ANALYZE true, COSTS true, FORMAT json) Select * from part         join partsupp on part.p_partkey=partsupp.ps_partkey        where part.p_partkey > 399980.0 and partsupp.ps_partkey > 301367.0 ;",1123.444,table_info\part_table_stats.json,table_info\partsupp_table_stats.json
"EXPLAIN (ANALYZE true, COSTS true, FORMAT json) Select * from part         join partsupp on part.p_partkey=partsupp.ps_partkey        where part.p_partkey > 399980.0 and partsupp.ps_partkey > 199562.0 ;",2327.345,table_info\part_table_stats.json,table_info\partsupp_table_stats.json
"EXPLAIN (ANALYZE true, COSTS true, FORMAT json) Select * from customer         join orders on customer.c_custkey=orders.o_custkey        where customer.c_custkey > 73876.0 and orders.o_custkey > 149324.0 ;",7276.094,table_info\customer_table_stats.json,table_info\orders_table_stats.json
"EXPLAIN (ANALYZE true, COSTS true, FORMAT json) Select * from customer         join orders on customer.c_custkey=orders.o_custkey        where customer.c_custkey > 32.0 and orders.o_custkey > 299999.0 ;",3596.478,table_info\customer_table_stats.json,table_info\orders_table_stats.json
"EXPLAIN (ANALYZE true, COSTS true, FORMAT json) Select * from part         join partsupp on part.p_partkey=partsupp.ps_partkey        where part.p_partkey > 298062.0 and partsupp.ps_partkey > 301367.0 ;",2030.049,table_info\part_table_stats.json,table_info\partsupp_table_stats.json
"EXPLAIN (ANALYZE true, COSTS true, FORMAT json) Select * from part         join partsupp on part.p_partkey=partsupp.ps_partkey        where part.p_partkey > 197904.0 and partsupp.ps_partkey > 12.0 ;",4958.232,table_info\part_table_stats.json,table_info\partsupp_table_stats.json
"EXPLAIN (ANALYZE true, COSTS true, FORMAT json) Select * from supplier         join partsupp on supplier.s_suppkey=partsupp.ps_suppkey        where supplier.s_suppkey > 5034.0 and partsupp.ps_suppkey > 20000.0 ;",377.796,table_info\supplier_table_stats.json,table_info\partsupp_table_stats.json
"EXPLAIN (ANALYZE true, COSTS true, FORMAT json) Select * from part         join partsupp on part.p_partkey=partsupp.ps_partkey        where part.p_partkey > 197904.0 and partsupp.ps_partkey > 199562.0 ;",3408.074,table_info\part_table_stats.json,table_info\partsupp_table_stats.json
"EXPLAIN (ANALYZE true, COSTS true, FORMAT json) Select * from part         join partsupp on part.p_partkey=partsupp.ps_partkey        where part.p_partkey > 298062.0 and partsupp.ps_partkey > 199562.0 ;",2239.741,table_info\part_table_stats.json,table_info\partsupp_table_stats.json
"EXPLAIN (ANALYZE true, COSTS true, FORMAT json) Select * from part         join partsupp on part.p_partkey=partsupp.ps_partkey        where part.p_partkey > 100291.0 and partsupp.ps_partkey > 301367.0 ;",2723.598,table_info\part_table_stats.json,table_info\partsupp_table_stats.json
"EXPLAIN (ANALYZE true, COSTS true, FORMAT json) Select * from supplier         join partsupp on supplier.s_suppkey=partsupp.ps_suppkey        where supplier.s_suppkey > 10037.0 and partsupp.ps_suppkey > 10033.0 ;",1979.762,table_info\supplier_table_stats.json,table_info\partsupp_table_stats.json
"EXPLAIN (ANALYZE true, COSTS true, FORMAT json) Select * from part         join partsupp on part.p_partkey=partsupp.ps_partkey        where part.p_partkey > 100291.0 and partsupp.ps_partkey > 99956.0 ;",4970.127,table_info\part_table_stats.json,table_info\partsupp_table_stats.json
"EXPLAIN (ANALYZE true, COSTS true, FORMAT json) Select * from customer         join orders on customer.c_custkey=orders.o_custkey        where customer.c_custkey > 149530.0 and orders.o_custkey > 225127.0 ;",4847.051,table_info\customer_table_stats.json,table_info\orders_table_stats.json
"EXPLAIN (ANALYZE true, COSTS true, FORMAT json) Select * from customer         join orders on customer.c_custkey=orders.o_custkey        where customer.c_custkey > 224101.0 and orders.o_custkey > 299999.0 ;",3467.245,table_info\customer_table_stats.json,table_info\orders_table_stats.json
"EXPLAIN (ANALYZE true, COSTS true, FORMAT json) Select * from customer         join orders on customer.c_custkey=orders.o_custkey        where customer.c_custkey > 224101.0 and orders.o_custkey > 74380.0 ;",6804.248,table_info\customer_table_stats.json,table_info\orders_table_stats.json
"EXPLAIN (ANALYZE true, COSTS true, FORMAT json) Select * from supplier         join nation on supplier.s_nationkey=nation.n_nationkey ;",42.968,table_info\supplier_table_stats.json,table_info\nation_table_stats.json
"EXPLAIN (ANALYZE true, COSTS true, FORMAT json) Select * from customer         join orders on customer.c_custkey=orders.o_custkey        where customer.c_custkey > 32.0 and orders.o_custkey > 7.0 ;",11487.22,table_info\customer_table_stats.json,table_info\orders_table_stats.json
"EXPLAIN (ANALYZE true, COSTS true, FORMAT json) Select * from supplier         join partsupp on supplier.s_suppkey=partsupp.ps_suppkey        where supplier.s_suppkey > 5034.0 and partsupp.ps_suppkey > 4998.0 ;",3109.232,table_info\supplier_table_stats.json,table_info\partsupp_table_stats.json
"EXPLAIN (ANALYZE true, COSTS true, FORMAT json) Select * from supplier         join partsupp on supplier.s_suppkey=partsupp.ps_suppkey        where supplier.s_suppkey > 20000.0 and partsupp.ps_suppkey > 4998.0 ;",8.28,table_info\supplier_table_stats.json,table_info\partsupp_table_stats.json
"EXPLAIN (ANALYZE true, COSTS true, FORMAT json) Select * from supplier         join partsupp on supplier.s_suppkey=partsupp.ps_suppkey        where supplier.s_suppkey > 20000.0 and partsupp.ps_suppkey > 10033.0 ;",8.333,table_info\supplier_table_stats.json,table_info\partsupp_table_stats.json
"EXPLAIN (ANALYZE true, COSTS true, FORMAT json) Select * from part         join partsupp on part.p_partkey=partsupp.ps_partkey        where part.p_partkey > 298062.0 and partsupp.ps_partkey > 399973.0 ;",646.953,table_info\part_table_stats.json,table_info\partsupp_table_stats.json
"EXPLAIN (ANALYZE true, COSTS true, FORMAT json) Select * from part         join partsupp on part.p_partkey=partsupp.ps_partkey        where part.p_partkey > 1.0 and partsupp.ps_partkey > 301367.0 ;",3206.96,table_info\part_table_stats.json,table_info\partsupp_table_stats.json
"EXPLAIN (ANALYZE true, COSTS true, FORMAT json) Select * from supplier         join partsupp on supplier.s_suppkey=partsupp.ps_suppkey        where supplier.s_suppkey > 1.0 and partsupp.ps_suppkey > 20000.0 ;",368.183,table_info\supplier_table_stats.json,table_info\partsupp_table_stats.json
"EXPLAIN (ANALYZE true, COSTS true, FORMAT json) Select * from customer         join orders on customer.c_custkey=orders.o_custkey        where customer.c_custkey > 32.0 and orders.o_custkey > 149324.0 ;",7541.829,table_info\customer_table_stats.json,table_info\orders_table_stats.json
"EXPLAIN (ANALYZE true, COSTS true, FORMAT json) Select * from supplier         join partsupp on supplier.s_suppkey=partsupp.ps_suppkey        where supplier.s_suppkey > 1.0 and partsupp.ps_suppkey > 4998.0 ;",3626.001,table_info\supplier_table_stats.json,table_info\partsupp_table_stats.json
"EXPLAIN (ANALYZE true, COSTS true, FORMAT json) Select * from supplier         join partsupp on supplier.s_suppkey=partsupp.ps_suppkey        where supplier.s_suppkey > 20000.0 and partsupp.ps_suppkey > 2.0 ;",8.51,table_info\supplier_table_stats.json,table_info\partsupp_table_stats.json
"EXPLAIN (ANALYZE true, COSTS true, FORMAT json) select o_totalprice from orders            where o_totalprice > 103144.79 ;",2842.128,table_info\orders_table_stats.json,
"EXPLAIN (ANALYZE true, COSTS true, FORMAT json) select r_regionkey from region            where r_regionkey > 3.0 ;",0.052,table_info\region_table_stats.json,
"EXPLAIN (ANALYZE true, COSTS true, FORMAT json) select o_orderkey from orders            where o_orderkey > 930.0 ;",2534.497,table_info\orders_table_stats.json,
"EXPLAIN (ANALYZE true, COSTS true, FORMAT json) select l_suppkey from lineitem            where l_suppkey > 4000.0 ;",13732.709,table_info\lineitem_table_stats.json,
"EXPLAIN (ANALYZE true, COSTS true, FORMAT json) select c_custkey from customer            where c_custkey > 299993.0 ;",87.878,table_info\customer_table_stats.json,
"EXPLAIN (ANALYZE true, COSTS true, FORMAT json) select p_partkey from part            where p_partkey > 120913.0 ;",217.235,table_info\part_table_stats.json,
"EXPLAIN (ANALYZE true, COSTS true, FORMAT json) select ps_suppkey from partsupp            where ps_suppkey > 4998.0 ;",1029.037,table_info\partsupp_table_stats.json,
"EXPLAIN (ANALYZE true, COSTS true, FORMAT json) select ps_suppkey from partsupp            where ps_suppkey > 1996.0 ;",993.002,table_info\partsupp_table_stats.json,
"EXPLAIN (ANALYZE true, COSTS true, FORMAT json) select l_extendedprice from lineitem            where l_extendedprice > 47701.83 ;",14273.195,table_info\lineitem_table_stats.json,
"EXPLAIN (ANALYZE true, COSTS true, FORMAT json) select ps_availqty from partsupp            where ps_availqty > 5500.0 ;",679.125,table_info\partsupp_table_stats.json,
"EXPLAIN (ANALYZE true, COSTS true, FORMAT json) select ps_suppkey from partsupp            where ps_suppkey > 18967.0 ;",405.2,table_info\partsupp_table_stats.json,
"EXPLAIN (ANALYZE true, COSTS true, FORMAT json) select s_acctbal from supplier            where s_acctbal > 8921.28 ;",10.173,table_info\supplier_table_stats.json,
"EXPLAIN (ANALYZE true, COSTS true, FORMAT json) select o_orderkey from orders            where o_orderkey > 1187014.0 ;",2594.004,table_info\orders_table_stats.json,
"EXPLAIN (ANALYZE true, COSTS true, FORMAT json) select p_retailprice from part            where p_retailprice > 1850.91 ;",133.223,table_info\part_table_stats.json,
"EXPLAIN (ANALYZE true, COSTS true, FORMAT json) select ps_suppkey from partsupp            where ps_suppkey > 15002.0 ;",869.767,table_info\partsupp_table_stats.json,
"EXPLAIN (ANALYZE true, COSTS true, FORMAT json) select l_extendedprice from lineitem            where l_extendedprice > 15242.31 ;",14332.998,table_info\lineitem_table_stats.json,
"EXPLAIN (ANALYZE true, COSTS true, FORMAT json) select ps_partkey from partsupp            where ps_partkey > 99956.0 ;",830.499,table_info\partsupp_table_stats.json,
"EXPLAIN (ANALYZE true, COSTS true, FORMAT json) select ps_partkey from partsupp            where ps_partkey > 341618.0 ;",444.633,table_info\partsupp_table_stats.json,
"EXPLAIN (ANALYZE true, COSTS true, FORMAT json) select ps_partkey from partsupp            where ps_partkey > 399973.0 ;",353.329,table_info\partsupp_table_stats.json,
"EXPLAIN (ANALYZE true, COSTS true, FORMAT json) select l_extendedprice from lineitem            where l_extendedprice > 55105.92 ;",14277.777,table_info\lineitem_table_stats.json,
"EXPLAIN (ANALYZE true, COSTS true, FORMAT json) select ps_suppkey from partsupp            where ps_suppkey > 10033.0 ;",718.918,table_info\partsupp_table_stats.json,
"EXPLAIN (ANALYZE true, COSTS true, FORMAT json) select o_orderkey from orders            where o_orderkey > 10184768.0 ;",2359.742,table_info\orders_table_stats.json,
"EXPLAIN (ANALYZE true, COSTS true, FORMAT json) select l_suppkey from lineitem            where l_suppkey > 3011.0 ;",14281.83,table_info\lineitem_table_stats.json,
"EXPLAIN (ANALYZE true, COSTS true, FORMAT json) select o_totalprice from orders            where o_totalprice > 199901.69 ;",2363.022,table_info\orders_table_stats.json,
"EXPLAIN (ANALYZE true, COSTS true, FORMAT json) select l_partkey from lineitem            where l_partkey > 379476.0 ;",13806.723,table_info\lineitem_table_stats.json,
"EXPLAIN (ANALYZE true, COSTS true, FORMAT json) select c_acctbal from customer            where c_acctbal > 5013.51 ;",166.748,table_info\customer_table_stats.json,
"EXPLAIN (ANALYZE true, COSTS true, FORMAT json) select s_acctbal from supplier            where s_acctbal > 8379.6 ;",11.017,table_info\supplier_table_stats.json,
"EXPLAIN (ANALYZE true, COSTS true, FORMAT json) select l_suppkey from lineitem            where l_suppkey > 20000.0 ;",14308.12,table_info\lineitem_table_stats.json,
"EXPLAIN (ANALYZE true, COSTS true, FORMAT json) select l_orderkey from lineitem            where l_orderkey > 595810.0 ;",14382.913,table_info\lineitem_table_stats.json,
"EXPLAIN (ANALYZE true, COSTS true, FORMAT json) select ps_availqty from partsupp            where ps_availqty > 7034.0 ;",886.61,table_info\partsupp_table_stats.json,
"EXPLAIN (ANALYZE true, COSTS true, FORMAT json) select ps_supplycost from partsupp            where ps_supplycost > 149.4 ;",887.724,table_info\partsupp_table_stats.json,
"EXPLAIN (ANALYZE true, COSTS true, FORMAT json) select p_retailprice from part            where p_retailprice > 1148.1 ;",241.147,table_info\part_table_stats.json,
"EXPLAIN (ANALYZE true, COSTS true, FORMAT json) select o_custkey from orders            where o_custkey > 179866.0 ;",2391.193,table_info\orders_table_stats.json,
"EXPLAIN (ANALYZE true, COSTS true, FORMAT json) select l_partkey from lineitem            where l_partkey > 19251.0 ;",13857.095,table_info\lineitem_table_stats.json,
"EXPLAIN (ANALYZE true, COSTS true, FORMAT json) select l_extendedprice from lineitem            where l_extendedprice > 29909.76 ;",14945.792,table_info\lineitem_table_stats.json,
"EXPLAIN (ANALYZE true, COSTS true, FORMAT json) select ps_partkey from partsupp            where ps_partkey > 220371.0 ;",648.244,table_info\partsupp_table_stats.json,
"EXPLAIN (ANALYZE true, COSTS true, FORMAT json) select s_suppkey from supplier            where s_suppkey > 8040.0 ;",35.289,table_info\supplier_table_stats.json,
"EXPLAIN (ANALYZE true, COSTS true, FORMAT json) select ps_availqty from partsupp            where ps_availqty > 995.0 ;",937.678,table_info\partsupp_table_stats.json,
"EXPLAIN (ANALYZE true, COSTS true, FORMAT json) select o_orderkey from orders            where o_orderkey > 10810465.0 ;",2369.699,table_info\orders_table_stats.json,
"EXPLAIN (ANALYZE true, COSTS true, FORMAT json) select p_partkey from part            where p_partkey > 278756.0 ;",143.82,table_info\part_table_stats.json,
"EXPLAIN (ANALYZE true, COSTS true, FORMAT json) select p_retailprice from part            where p_retailprice > 1901.91 ;",125.231,table_info\part_table_stats.json,
"EXPLAIN (ANALYZE true, COSTS true, FORMAT json) select r_regionkey from region            where r_regionkey > 4.0 ;",0.043,table_info\region_table_stats.json,
"EXPLAIN (ANALYZE true, COSTS true, FORMAT json) select ps_suppkey from partsupp            where ps_suppkey > 9026.0 ;",715.658,table_info\partsupp_table_stats.json,
"EXPLAIN (ANALYZE true, COSTS true, FORMAT json) select p_partkey from part            where p_partkey > 1.0 ;",242.202,table_info\part_table_stats.json,
"EXPLAIN (ANALYZE true, COSTS true, FORMAT json) select ps_suppkey from partsupp            where ps_suppkey > 6026.0 ;",802.94,table_info\partsupp_table_stats.json,
"EXPLAIN (ANALYZE true, COSTS true, FORMAT json) select l_suppkey from lineitem            where l_suppkey > 7009.0 ;",14242.065,table_info\lineitem_table_stats.json,
"EXPLAIN (ANALYZE true, COSTS true, FORMAT json) select l_orderkey from lineitem            where l_orderkey > 2348356.0 ;",14396.566,table_info\lineitem_table_stats.json,
"EXPLAIN (ANALYZE true, COSTS true, FORMAT json) select l_partkey from lineitem            where l_partkey > 138634.0 ;",14357.162,table_info\lineitem_table_stats.json,
"EXPLAIN (ANALYZE true, COSTS true, FORMAT json) select ps_partkey from partsupp            where ps_partkey > 199562.0 ;",667.224,table_info\partsupp_table_stats.json,
"EXPLAIN (ANALYZE true, COSTS true, FORMAT json) select l_suppkey from lineitem            where l_suppkey > 11007.0 ;",14167.266,table_info\lineitem_table_stats.json,
"EXPLAIN (ANALYZE true, COSTS true, FORMAT json) Select * from supplier         join partsupp on supplier.s_suppkey=partsupp.ps_suppkey        where supplier.s_suppkey > 5034.0 and partsupp.ps_suppkey > 10033.0 ;",2424.952,table_info\supplier_table_stats.json,table_info\partsupp_table_stats.json
"EXPLAIN (ANALYZE true, COSTS true, FORMAT json) Select * from part         join partsupp on part.p_partkey=partsupp.ps_partkey        where part.p_partkey > 197904.0 and partsupp.ps_partkey > 12.0 ;",5245.947,table_info\part_table_stats.json,table_info\partsupp_table_stats.json
"EXPLAIN (ANALYZE true, COSTS true, FORMAT json) Select * from customer         join orders on customer.c_custkey=orders.o_custkey ;",9028.506,table_info\customer_table_stats.json,table_info\orders_table_stats.json
"EXPLAIN (ANALYZE true, COSTS true, FORMAT json) Select * from customer         join orders on customer.c_custkey=orders.o_custkey        where customer.c_custkey > 299993.0 and orders.o_custkey > 225127.0 ;",4126.08,table_info\customer_table_stats.json,table_info\orders_table_stats.json
"EXPLAIN (ANALYZE true, COSTS true, FORMAT json) Select * from part         join partsupp on part.p_partkey=partsupp.ps_partkey        where part.p_partkey > 1.0 and partsupp.ps_partkey > 301367.0 ;",3388.476,table_info\part_table_stats.json,table_info\partsupp_table_stats.json
